CASE_ID,COLLISION_DATE,MONTH,HOUR,DAY_OF_WEEK,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PCF_VIOL_CATEGORY,TYPE_OF_COLLISION,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,COUNT_PED_INJURED,COUNT_BICYCLIST_INJURED,COUNT_MC_INJURED,COUNT_PED_KILLED,COUNT_BICYCLIST_KILLED,COUNT_MC_KILLED,STWD_VEHTYPE_AT_FAULT,COUNTY
81957564,2023-01-01,1,9,7,possible injury,0,1,DUI,head-on,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,CONTRA COSTA
81957983,2023-01-01,1,8,7,possible injury,0,1,unknown,broadside,no,no,no,0,0,0,0,0,0,Not Stated,RIVERSIDE
81958138,2023-01-01,1,15,7,possible injury,0,2,traffic signs,head-on,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,KERN
81958139,2023-01-01,1,2,7,possible injury,0,1,DUI,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,KERN
81958141,2023-01-01,1,19,7,possible injury,0,1,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,KERN
81958156,2023-01-01,1,22,7,severe injury,0,1,pedestrian right of way,vehicle/pedestrian,yes,no,no,1,0,0,0,0,0,Not Stated,LOS ANGELES
81959286,2023-01-01,1,14,7,possible injury,0,1,improper turning,head-on,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,CONTRA COSTA
81959562,2023-01-01,1,10,7,severe injury,0,1,automobile right of way,other,no,yes,no,0,1,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81960397,2023-01-01,1,3,7,minor injury,0,1,wrong side of road,sideswipe,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81960399,2023-01-01,1,8,7,possible injury,0,1,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81960402,2023-01-01,1,0,7,minor injury,0,2,unsafe speed,hit object,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81960403,2023-01-02,1,9,1,possible injury,0,1,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Pickup or Panel Truck,ORANGE
81960404,2023-01-02,1,12,1,possible injury,0,1,other hazardous violation,broadside,no,no,yes,0,0,1,0,0,0,Passenger Car/Station Wagon,ORANGE
81960406,2023-01-02,1,17,1,possible injury,0,1,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81960407,2023-01-02,1,18,1,possible injury,0,1,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81960439,2023-01-03,1,9,2,possible injury,0,1,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,SANTA CLARA
81960506,2023-01-03,1,10,2,possible injury,0,2,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,FRESNO
81960517,2023-01-02,1,22,1,possible injury,0,2,improper turning,hit object,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,KERN
81960518,2023-01-03,1,14,2,possible injury,0,1,improper turning,sideswipe,no,no,no,0,0,0,0,0,0,Pickup or Panel Truck,KERN
81960519,2023-01-03,1,17,2,severe injury,0,1,pedestrian right of way,vehicle/pedestrian,yes,no,no,1,0,0,0,0,0,Pickup or Panel Truck,KERN
81960520,2023-01-03,1,19,2,minor injury,0,1,unsafe speed,hit object,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,KERN
81961289,2023-01-04,1,10,3,severe injury,0,1,improper turning,hit object,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81961387,2023-01-03,1,7,2,possible injury,0,2,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81961394,2023-01-03,1,6,2,possible injury,0,2,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Pickup or Panel Truck,ORANGE
81961395,2023-01-03,1,14,2,minor injury,0,3,automobile right of way,head-on,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81961398,2023-01-04,1,18,3,possible injury,0,1,improper turning,head-on,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81961429,2023-01-03,1,17,2,possible injury,0,1,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Truck or Truck Tractor,VENTURA
81961437,2023-01-02,1,15,1,possible injury,0,2,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,SANTA CLARA
81961460,2023-01-02,1,23,1,possible injury,0,1,following too closely,rear end,no,no,no,0,0,0,0,0,0,Not Stated,FRESNO
81961461,2023-01-05,1,20,4,severe injury,0,1,unsafe speed,hit object,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,FRESNO
81961476,2023-01-05,1,11,4,possible injury,0,1,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,CONTRA COSTA
81961487,2023-01-04,1,15,3,minor injury,0,1,other than driver or pedestrian,hit object,no,yes,no,0,1,0,0,0,0,Not Stated,KERN
81961488,2023-01-04,1,16,3,possible injury,0,1,improper turning,sideswipe,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,KERN
81961491,2023-01-05,1,8,4,possible injury,0,1,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,KERN
81961700,2023-01-04,1,19,3,minor injury,0,2,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,SAN MATEO
81961993,2023-01-02,1,18,1,minor injury,0,1,pedestrian right of way,vehicle/pedestrian,yes,no,no,1,0,0,0,0,0,Passenger Car/Station Wagon,SAN MATEO
81962009,2023-01-05,1,7,4,minor injury,0,1,unsafe speed,other,no,yes,no,0,1,0,0,0,0,Bicycle,SAN MATEO
81962039,2023-01-04,1,21,3,minor injury,0,1,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,SAN MATEO
81962228,2023-01-02,1,12,1,possible injury,0,1,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,SOLANO
81962230,2023-01-04,1,21,3,possible injury,0,1,pedestrian right of way,vehicle/pedestrian,yes,no,no,1,0,0,0,0,0,Passenger Car/Station Wagon,SOLANO
81962242,2023-01-04,1,14,3,possible injury,0,1,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81962243,2023-01-04,1,18,3,possible injury,0,1,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81962244,2023-01-04,1,18,3,possible injury,0,5,unsafe speed,head-on,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81962331,2023-01-02,1,9,1,minor injury,0,1,improper turning,hit object,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,STANISLAUS
81962333,2023-01-05,1,12,4,minor injury,0,2,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,STANISLAUS
81962345,2023-01-05,1,16,4,possible injury,0,1,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,FRESNO
81962357,2023-01-03,1,17,2,possible injury,0,1,improper turning,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,CONTRA COSTA
81962359,2023-01-06,1,9,5,possible injury,0,2,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,KERN
81962409,2023-01-05,1,8,4,possible injury,0,1,DUI,sideswipe,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,LOS ANGELES
81962600,2023-01-01,1,11,7,minor injury,0,2,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81962602,2023-01-03,1,6,2,possible injury,0,1,unknown,broadside,no,no,no,0,0,0,0,0,0,Not Stated,ORANGE
81962605,2023-01-03,1,14,2,possible injury,0,2,unsafe starting or backing,rear end,no,no,no,0,0,0,0,0,0,Pickup or Panel Truck,ORANGE
81962607,2023-01-04,1,16,3,minor injury,0,1,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81962661,2023-01-07,1,7,6,possible injury,0,3,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,KERN
81962663,2023-01-07,1,12,6,minor injury,0,2,wrong side of road,head-on,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,KERN
81962765,2023-01-02,1,13,1,possible injury,0,1,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,SAN MATEO
81962859,2023-01-04,1,13,3,possible injury,0,1,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81962877,2023-01-07,1,17,6,minor injury,0,1,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,SOLANO
81962891,2023-01-02,1,0,1,minor injury,0,2,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81962892,2023-01-02,1,22,1,possible injury,0,1,other hazardous violation,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81962949,2023-01-08,1,0,7,severe injury,0,1,DUI,hit object,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,FRESNO
81963167,2023-01-07,1,8,6,minor injury,0,2,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81963169,2023-01-01,1,18,7,minor injury,0,2,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Not Stated,ORANGE
81963621,2023-01-06,1,1,5,minor injury,0,1,improper turning,hit object,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,KERN
81963868,2023-01-06,1,8,5,minor injury,0,1,automobile right of way,broadside,no,yes,no,0,1,0,0,0,0,Bicycle,ORANGE
81963931,2023-01-02,1,14,1,possible injury,0,1,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81963932,2023-01-04,1,17,3,possible injury,0,1,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81963946,2023-01-03,1,18,2,possible injury,0,1,following too closely,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,SOLANO
81963968,2023-01-03,1,16,2,minor injury,0,2,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81963988,2023-01-07,1,14,6,possible injury,0,1,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81963996,2023-01-06,1,8,5,possible injury,0,1,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81963997,2023-01-06,1,14,5,possible injury,0,1,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81963998,2023-01-06,1,18,5,minor injury,0,2,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81964000,2023-01-05,1,18,4,minor injury,0,1,DUI,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,SANTA CLARA
81964001,2023-01-07,1,17,6,minor injury,0,1,pedestrian right of way,vehicle/pedestrian,yes,no,no,1,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81964003,2023-01-08,1,11,7,possible injury,0,1,unsafe starting or backing,rear end,no,no,no,0,0,0,0,0,0,Pickup or Panel Truck,ORANGE
81964032,2023-01-05,1,15,4,severe injury,0,2,DUI,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,FRESNO
81964033,2023-01-09,1,17,1,possible injury,0,1,unsafe speed,vehicle/pedestrian,yes,no,no,1,0,0,0,0,0,Not Stated,FRESNO
81964046,2023-01-08,1,7,7,possible injury,0,2,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,CONTRA COSTA
81964055,2023-01-01,1,1,7,possible injury,0,1,pedestrian violation,vehicle/pedestrian,yes,no,no,1,0,0,0,0,0,Pedestrian,KERN
81964059,2023-01-06,1,10,5,possible injury,0,1,pedestrian right of way,vehicle/pedestrian,yes,no,no,1,0,0,0,0,0,Pickup or Panel Truck,KERN
81964063,2023-01-06,1,12,5,possible injury,0,1,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Pickup or Panel Truck,KERN
81964072,2023-01-05,1,10,4,minor injury,0,1,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81964073,2023-01-08,1,23,7,minor injury,0,1,DUI,hit object,no,no,no,0,0,0,0,0,0,Pickup or Panel Truck,KERN
81964085,2023-01-05,1,16,4,possible injury,0,1,unsafe speed,vehicle/pedestrian,yes,no,no,1,0,0,0,0,0,Passenger Car/Station Wagon,LOS ANGELES
81964110,2023-01-03,1,15,2,possible injury,0,2,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Other Bus,SAN DIEGO
81964111,2023-01-03,1,20,2,possible injury,0,1,improper turning,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,SAN DIEGO
81964113,2023-01-08,1,10,7,minor injury,0,1,unsafe speed,vehicle/pedestrian,yes,yes,no,1,0,0,0,0,0,Other Vehicle,SAN DIEGO
81965025,2023-01-03,1,19,2,possible injury,0,1,improper turning,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81965038,2023-01-01,1,12,7,minor injury,0,1,DUI,hit object,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,SAN MATEO
81965050,2023-01-03,1,12,2,possible injury,0,1,unsafe speed,hit object,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81965052,2023-01-05,1,10,4,possible injury,0,1,unsafe speed,hit object,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81965057,2023-01-05,1,11,4,possible injury,0,1,following too closely,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,SOLANO
81965078,2023-01-03,1,18,2,possible injury,0,1,automobile right of way,head-on,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81965079,2023-01-04,1,11,3,possible injury,0,1,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Pickup or Panel Truck,ORANGE
81965080,2023-01-04,1,12,3,possible injury,0,2,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81965082,2023-01-05,1,14,4,possible injury,0,1,improper turning,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81965084,2023-01-08,1,16,7,possible injury,0,2,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81965085,2023-01-06,1,11,5,possible injury,0,1,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81965095,2023-01-01,1,0,7,minor injury,0,1,DUI,hit object,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81965099,2023-01-02,1,18,1,possible injury,0,1,improper turning,hit object,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81965102,2023-01-04,1,15,3,severe injury,0,3,DUI,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81965107,2023-01-06,1,9,5,possible injury,0,3,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81965110,2023-01-08,1,15,7,possible injury,0,1,pedestrian right of way,vehicle/pedestrian,yes,no,no,1,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81965111,2023-01-08,1,20,7,minor injury,0,2,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81965118,2023-01-07,1,0,6,severe injury,0,1,automobile right of way,head-on,no,no,yes,0,0,1,0,0,0,Passenger Car/Station Wagon,ORANGE
81965122,2023-01-09,1,12,1,possible injury,0,2,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81965123,2023-01-09,1,12,1,possible injury,0,1,other hazardous violation,broadside,no,no,no,0,0,0,0,0,0,Not Stated,ORANGE
81965125,2023-01-10,1,5,2,possible injury,0,1,improper turning,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81965152,2023-01-06,1,13,5,possible injury,0,1,unsafe starting or backing,vehicle/pedestrian,yes,no,no,1,0,0,0,0,0,Passenger Car/Station Wagon,LOS ANGELES
81965155,2023-01-10,1,8,2,possible injury,0,1,unsafe speed,hit object,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,LOS ANGELES
81965190,2023-01-05,1,18,4,possible injury,0,1,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,VENTURA
81965192,2023-01-06,1,18,5,possible injury,0,3,traffic signs,other,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,VENTURA
81965193,2023-01-08,1,17,7,possible injury,0,1,automobile right of way,other,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,VENTURA
81965260,2023-01-09,1,12,1,possible injury,0,1,unsafe speed,broadside,no,no,no,0,0,0,0,0,0,Pickup or Panel Truck,FRESNO
81965261,2023-01-09,1,15,1,possible injury,0,1,DUI,head-on,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,FRESNO
81965263,2023-01-09,1,17,1,possible injury,0,1,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,FRESNO
81965276,2023-01-01,1,17,7,possible injury,0,3,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,CONTRA COSTA
81965278,2023-01-07,1,23,6,possible injury,0,1,traffic signs,broadside,no,no,yes,0,0,0,0,0,0,Motorcycle/Scooter,CONTRA COSTA
81965280,2023-01-04,1,13,3,possible injury,0,1,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,KERN
81965281,2023-01-04,1,16,3,possible injury,0,1,unsafe speed,rear end,no,no,yes,0,0,1,0,0,0,Motorcycle/Scooter,KERN
81965283,2023-01-08,1,13,7,possible injury,0,1,improper turning,hit object,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,KERN
81965285,2023-01-09,1,3,1,possible injury,0,1,other than driver or pedestrian,other,no,no,no,0,0,0,0,0,0,Not Stated,KERN
81965286,2023-01-09,1,16,1,possible injury,0,1,pedestrian right of way,vehicle/pedestrian,yes,no,no,1,0,0,0,0,0,Passenger Car/Station Wagon,KERN
81965287,2023-01-09,1,19,1,possible injury,0,1,pedestrian violation,vehicle/pedestrian,yes,no,no,1,0,0,0,0,0,Pedestrian,KERN
81965288,2023-01-09,1,21,1,possible injury,0,1,DUI,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,KERN
81965294,2023-01-04,1,7,3,possible injury,0,1,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ALAMEDA
81965307,2023-01-08,1,9,7,minor injury,0,2,unsafe speed,sideswipe,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,LOS ANGELES
81965314,2023-01-03,1,16,2,minor injury,0,1,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ALAMEDA
81965315,2023-01-09,1,11,1,possible injury,0,1,improper turning,sideswipe,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,LOS ANGELES
81965316,2023-01-09,1,16,1,possible injury,0,2,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,LOS ANGELES
81965317,2023-01-04,1,19,3,minor injury,0,1,pedestrian right of way,vehicle/pedestrian,yes,no,no,1,0,0,0,0,0,Passenger Car/Station Wagon,ALAMEDA
81965319,2023-01-06,1,7,5,possible injury,0,1,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,LOS ANGELES
81965320,2023-01-06,1,11,5,possible injury,0,1,improper turning,head-on,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,LOS ANGELES
81965441,2023-01-06,1,19,5,possible injury,0,4,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,SAN JOAQUIN
81965673,2023-01-05,1,8,4,possible injury,0,1,unsafe speed,hit object,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81966132,2023-01-07,1,17,6,minor injury,0,1,pedestrian violation,vehicle/pedestrian,no,no,no,0,0,0,0,0,0,Other Vehicle,ORANGE
81966172,2023-01-09,1,8,1,possible injury,0,1,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Pickup or Panel Truck,RIVERSIDE
81966173,2023-01-09,1,19,1,possible injury,0,2,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81966175,2023-01-04,1,18,3,minor injury,0,3,improper turning,sideswipe,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81966187,2023-01-09,1,7,1,possible injury,0,1,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,SOLANO
81966195,2023-01-09,1,15,1,possible injury,0,1,automobile right of way,head-on,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81966196,2023-01-10,1,7,2,possible injury,0,1,improper turning,sideswipe,no,no,no,0,0,0,0,0,0,Pickup or Panel Truck,ORANGE
81966197,2023-01-10,1,14,2,minor injury,0,1,unsafe speed,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81966204,2023-01-10,1,12,2,minor injury,0,1,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81966205,2023-01-10,1,15,2,possible injury,0,2,DUI,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81966212,2023-01-09,1,9,1,possible injury,0,1,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81966217,2023-01-04,1,13,3,possible injury,0,1,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81966229,2023-01-09,1,18,1,minor injury,0,2,automobile right of way,head-on,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,STANISLAUS
81966253,2023-01-09,1,12,1,possible injury,0,1,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,LOS ANGELES
81966254,2023-01-09,1,12,1,minor injury,0,1,DUI,broadside,no,no,no,0,0,0,0,0,0,Pickup or Panel Truck,VENTURA
81966259,2023-01-10,1,10,2,possible injury,0,2,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,SANTA CLARA
81966280,2023-01-09,1,19,1,possible injury,0,2,improper turning,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81966298,2023-01-10,1,11,2,minor injury,0,1,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,FRESNO
81966305,2023-01-01,1,17,7,minor injury,0,1,improper turning,hit object,no,no,yes,0,0,1,0,0,0,Motorcycle/Scooter,SACRAMENTO
81966314,2023-01-03,1,15,2,severe injury,0,2,automobile right of way,broadside,no,no,yes,0,0,2,0,0,0,Passenger Car/Station Wagon,KERN
81966315,2023-01-05,1,17,4,possible injury,0,1,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,KERN
81966319,2023-01-07,1,21,6,minor injury,0,1,pedestrian violation,vehicle/pedestrian,yes,no,no,1,0,0,0,0,0,Pedestrian,KERN
81966320,2023-01-09,1,10,1,possible injury,0,1,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Pickup or Panel Truck,KERN
81966324,2023-01-11,1,17,3,severe injury,0,1,traffic signs,vehicle/pedestrian,yes,no,no,1,0,0,0,0,0,Passenger Car/Station Wagon,KERN
81966364,2023-01-02,1,21,1,possible injury,0,1,traffic signs,sideswipe,no,no,no,0,0,0,0,0,0,Not Stated,ALAMEDA
81966367,2023-01-09,1,18,1,minor injury,0,2,unsafe speed,rear end,no,yes,no,0,2,0,0,0,0,Not Stated,LOS ANGELES
81966381,2023-01-09,1,21,1,possible injury,0,3,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,SAN DIEGO
81966498,2023-01-10,1,14,2,minor injury,0,1,DUI,broadside,no,no,no,0,0,0,0,0,0,Pickup or Panel Truck,HUMBOLDT
81966621,2023-01-09,1,18,1,minor injury,0,1,improper turning,sideswipe,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,SAN MATEO
81967258,2023-01-10,1,17,2,minor injury,0,2,traffic signs,broadside,no,no,no,0,0,0,0,0,0,Pickup or Panel Truck,ORANGE
81967327,2023-01-10,1,14,2,possible injury,0,1,automobile right of way,head-on,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81967329,2023-01-11,1,14,3,minor injury,0,5,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81967333,2023-01-10,1,19,2,possible injury,0,1,unknown,broadside,no,no,no,0,0,0,0,0,0,Not Stated,ORANGE
81967336,2023-01-08,1,19,7,severe injury,0,1,DUI,vehicle/pedestrian,yes,no,no,1,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81967340,2023-01-10,1,17,2,possible injury,0,6,improper turning,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81967341,2023-01-08,1,18,7,possible injury,0,1,pedestrian right of way,other,no,yes,no,0,1,0,0,0,0,Passenger Car/Station Wagon,RIVERSIDE
81967374,2023-01-11,1,17,3,possible injury,0,1,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,VENTURA
81967378,2023-01-01,1,0,7,possible injury,0,1,pedestrian violation,vehicle/pedestrian,yes,no,no,1,0,0,0,0,0,Pedestrian,ORANGE
81967380,2023-01-05,1,14,4,possible injury,0,2,automobile right of way,broadside,no,no,no,0,0,0,0,0,0,Pickup or Panel Truck,ORANGE
81967381,2023-01-10,1,8,2,possible injury,0,1,wrong side of road,broadside,no,yes,no,0,1,0,0,0,0,Bicycle,SANTA CLARA
81967385,2023-01-07,1,22,6,severe injury,0,1,unsafe speed,unknown,no,yes,no,0,1,0,0,0,0,Other Vehicle,ORANGE
81967386,2023-01-09,1,16,1,possible injury,0,1,unsafe speed,rear end,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,ORANGE
81967437,2023-01-07,1,12,6,minor injury,0,1,DUI,hit object,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,STANISLAUS
81967438,2023-01-07,1,12,6,possible injury,0,1,improper turning,broadside,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,STANISLAUS
81967442,2023-01-12,1,0,4,possible injury,0,1,DUI,hit object,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,STANISLAUS
81967447,2023-01-01,1,0,7,minor injury,0,1,DUI,hit object,no,no,no,0,0,0,0,0,0,Passenger Car/Station Wagon,FRESNO
