CASE_ID,COUNT_BICYCLIST_INJURED,COUNT_BICYCLIST_KILLED,NUMBER_INJURED,NUMBER_KILLED,TYPE_OF_COLLISION,PCF_VIOL_CATEGORY,STWD_VEHTYPE_AT_FAULT,INTERSECTION,LIGHTING,COUNTY
8516071,1,0,1,0,broadside,traffic signs,Bicycle,yes,daylight,ALAMEDA
6617921,1,0,1,0,other,wrong side of road,Bicycle,no,daylight,SACRAMENTO
90569986,1,0,1,0,other,automobile right of way,Bicycle,yes,daylight,LOS ANGELES
6768058,1,0,1,0,broadside,improper turning,Passenger Car/Station Wagon,no,daylight,ORANGE
9118664,1,0,1,0,other,traffic signs,Passenger Car/Station Wagon,yes,daylight,SOLANO
7036497,1,0,1,0,sideswipe,improper turning,Passenger Car/Station Wagon,yes,dark street lights,SAN FRANCISCO
8353003,1,0,1,0,broadside,automobile right of way,Bicycle,no,daylight,LOS ANGELES
6631218,1,0,1,0,other,DUI,Passenger Car/Station Wagon,no,daylight,SACRAMENTO
8746765,1,0,1,0,other,wrong side of road,Bicycle,yes,daylight,ORANGE
9237471,1,0,1,0,rear end,DUI,Passenger Car/Station Wagon,no,dark street lights,ORANGE
9630420,1,0,1,0,other,improper turning,Bicycle,no,dark street lights,SAN DIEGO
91856047,1,0,1,0,broadside,automobile right of way,Not Stated,no,dark no street lights,SANTA BARBARA
91986012,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,yes,daylight,SANTA CLARA
9362905,1,0,1,0,broadside,automobile right of way,Bicycle,yes,unknown,SANTA BARBARA
81459016,1,0,1,0,other,unsafe speed,Bicycle,no,daylight,LOS ANGELES
8649761,1,0,1,0,sideswipe,other than driver or pedestrian,Not Stated,no,daylight,SAN DIEGO
82263749,1,0,1,0,broadside,unknown,Not Stated,yes,daylight,SAN LUIS OBISPO
9182948,1,0,1,0,broadside,traffic signs,Bicycle,yes,dark street lights,LOS ANGELES
8758478,1,0,1,0,other,automobile right of way,Bicycle,no,daylight,SAN DIEGO
7064325,1,0,1,0,broadside,other hazardous violation,Bicycle,no,dark street lights,LOS ANGELES
8307209,1,0,1,0,other,other hazardous violation,Not Stated,no,daylight,LOS ANGELES
8787496,1,0,1,0,head-on,unsafe speed,Bicycle,no,daylight,MONTEREY
9141779,1,0,1,0,other,unsafe speed,Bicycle,no,daylight,ALAMEDA
6861638,1,0,1,0,other,other hazardous violation,Bicycle,no,daylight,SAN BERNARDINO
9282472,1,0,1,0,head-on,automobile right of way,Passenger Car/Station Wagon,no,daylight,ORANGE
7152722,1,0,1,0,rear end,unsafe lane change,Bicycle,no,dark street lights,LOS ANGELES
8294656,1,0,1,0,unknown,wrong side of road,Bicycle,no,dark street lights,RIVERSIDE
9412928,1,0,1,0,head-on,wrong side of road,Bicycle,yes,dark street lights,LOS ANGELES
8367833,1,0,1,0,vehicle/pedestrian,traffic signs,Bicycle,yes,daylight,LOS ANGELES
8666695,1,0,1,0,head-on,wrong side of road,Bicycle,no,daylight,SAN BERNARDINO
6533667,1,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,SAN BERNARDINO
6641859,1,0,1,0,vehicle/pedestrian,improper turning,Not Stated,yes,dark street lights,LOS ANGELES
7097691,1,0,1,0,broadside,wrong side of road,Bicycle,no,dark street lights,SAN BERNARDINO
8458267,1,0,1,0,vehicle/pedestrian,pedestrian right of way,Passenger Car/Station Wagon,no,daylight,ORANGE
6876826,1,0,1,0,sideswipe,improper turning,Not Stated,no,dusk-dawn,HUMBOLDT
9303928,1,0,1,0,sideswipe,wrong side of road,Bicycle,no,daylight,LOS ANGELES
8998110,1,0,1,0,broadside,wrong side of road,Bicycle,yes,daylight,LOS ANGELES
9496438,1,0,1,0,vehicle/pedestrian,traffic signs,Passenger Car/Station Wagon,yes,dark street lights,SAN BERNARDINO
9498436,1,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,ALAMEDA
6992798,1,0,1,0,rear end,unsafe speed,Passenger Car/Station Wagon,no,dark no street lights,SACRAMENTO
9351736,1,0,1,0,head-on,automobile right of way,Passenger Car/Station Wagon,yes,daylight,MARIN
6642249,1,0,1,0,rear end,unsafe speed,Bicycle,no,daylight,LOS ANGELES
8322673,1,0,1,0,other,automobile right of way,Not Stated,yes,dark street lights,KERN
8433407,1,0,1,0,other,wrong side of road,Bicycle,no,daylight,LOS ANGELES
9119210,1,0,1,0,broadside,automobile right of way,Bicycle,no,daylight,SAN DIEGO
9601261,1,0,1,0,rear end,improper turning,Passenger Car/Station Wagon,no,daylight,SAN DIEGO
8969320,1,0,1,0,broadside,traffic signs,Bicycle,yes,dusk-dawn,LOS ANGELES
6680078,1,0,2,0,vehicle/pedestrian,pedestrian violation,Pedestrian,no,daylight,LOS ANGELES
6524605,1,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,ORANGE
9370102,1,0,1,0,sideswipe,traffic signs,Bicycle,yes,dark street lights,SAN DIEGO
9020684,1,0,1,0,other,automobile right of way,Pickup or Panel Truck,yes,daylight,LOS ANGELES
90652050,1,0,1,0,other,automobile right of way,Bicycle,no,daylight,LOS ANGELES
9611066,1,0,1,0,broadside,improper turning,Not Stated,no,daylight,SAN DIEGO
7025219,1,0,1,0,broadside,unsafe speed,Bicycle,yes,daylight,SANTA CRUZ
7005357,1,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,ORANGE
9147151,1,0,1,0,broadside,traffic signs,Bicycle,yes,daylight,SAN DIEGO
6712762,1,0,1,0,broadside,traffic signs,Bicycle,yes,daylight,ALAMEDA
92002116,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
9362861,1,0,1,0,broadside,unsafe speed,Not Stated,yes,dark street lights,SAN FRANCISCO
6587813,1,0,1,0,other,wrong side of road,Bicycle,no,daylight,LOS ANGELES
91891195,1,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,SACRAMENTO
9266553,1,0,1,0,broadside,wrong side of road,Bicycle,yes,daylight,SACRAMENTO
8967020,1,0,1,0,rear end,unsafe speed,Not Stated,yes,daylight,LOS ANGELES
81835708,1,0,1,0,head-on,traffic signs,Passenger Car/Station Wagon,yes,dark street lights,SOLANO
8919383,1,0,1,0,other,pedestrian right of way,Not Stated,no,daylight,LOS ANGELES
90024889,1,0,1,0,other,wrong side of road,Bicycle,no,daylight,SACRAMENTO
8001356,1,0,1,0,other,unknown,Not Stated,no,dark street lights,LOS ANGELES
8113094,1,0,1,0,vehicle/pedestrian,improper turning,Pickup or Panel Truck,yes,dark street lights,ORANGE
90519189,1,0,1,0,hit object,unsafe speed,Bicycle,no,dark no street lights,SAN LUIS OBISPO
7130870,1,0,1,0,broadside,traffic signs,Bicycle,yes,daylight,LOS ANGELES
9238676,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,yes,daylight,SAN DIEGO
9206701,1,0,1,0,broadside,automobile right of way,Bicycle,yes,daylight,LOS ANGELES
7113809,1,0,1,0,overturned,other equipment,Bicycle,no,daylight,SAN DIEGO
7076958,1,0,1,0,other,wrong side of road,Not Stated,no,dark street lights,LOS ANGELES
81530163,1,0,1,0,vehicle/pedestrian,traffic signs,Bicycle,yes,dark street lights,RIVERSIDE
81734190,0,0,1,0,broadside,unknown,Not Stated,yes,daylight,RIVERSIDE
7066122,1,0,1,0,sideswipe,improper turning,Passenger Car/Station Wagon,no,daylight,SAN LUIS OBISPO
7194485,1,0,1,0,rear end,following too closely,Bicycle,yes,dark street lights,LOS ANGELES
6808357,1,0,1,0,sideswipe,unknown,Not Stated,yes,dusk-dawn,LOS ANGELES
9294033,1,0,1,0,other,other hazardous violation,Passenger Car/Station Wagon,no,daylight,SANTA CLARA
8110176,1,0,1,0,sideswipe,improper turning,Passenger Car/Station Wagon,no,daylight,SAN BERNARDINO
91970153,1,0,1,0,head-on,wrong side of road,Bicycle,no,daylight,LOS ANGELES
8836734,1,0,1,0,other,improper turning,Bicycle,yes,daylight,RIVERSIDE
90487639,1,0,1,0,broadside,automobile right of way,Pickup or Panel Truck,yes,dark no street lights,KERN
8334569,1,0,1,0,other,unsafe lane change,Bicycle,no,daylight,ORANGE
6375038,1,0,1,0,broadside,unsafe lane change,Bicycle,no,daylight,LOS ANGELES
9374670,1,0,1,0,overturned,improper turning,Bicycle,no,dusk-dawn,SACRAMENTO
9570582,1,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,SAN DIEGO
8180573,1,0,1,0,other,automobile right of way,Passenger Car/Station Wagon,no,daylight,RIVERSIDE
8437591,1,0,1,0,broadside,improper turning,Passenger Car/Station Wagon,no,daylight,SONOMA
7079636,1,0,1,0,broadside,traffic signs,Bicycle,yes,daylight,SAN DIEGO
9134784,1,0,1,0,sideswipe,improper turning,Passenger Car/Station Wagon,no,daylight,ALAMEDA
8500767,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,yes,daylight,STANISLAUS
8933691,1,0,1,0,other,improper turning,Bicycle,no,daylight,ORANGE
7206105,1,0,1,0,hit object,improper turning,Bicycle,yes,daylight,ORANGE
9293112,1,0,1,0,sideswipe,other hazardous violation,Passenger Car/Station Wagon,no,dark street lights,SAN DIEGO
6747801,1,0,1,0,head-on,automobile right of way,Not Stated,yes,dusk-dawn,SAN BERNARDINO
9058025,1,0,1,0,broadside,unsafe speed,Pickup or Panel Truck,yes,daylight,LOS ANGELES
9582897,1,0,1,0,other,wrong side of road,Bicycle,no,daylight,SACRAMENTO
9593598,1,0,1,0,head-on,improper turning,Bicycle,no,daylight,ORANGE
9605641,1,0,1,0,broadside,traffic signs,Passenger Car/Station Wagon,yes,daylight,LOS ANGELES
92172430,1,0,1,0,broadside,traffic signs,Not Stated,yes,daylight,SAN DIEGO
8055705,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,yes,dark street lights,BUTTE
8728735,1,0,1,0,sideswipe,improper turning,Not Stated,yes,dark street lights,LOS ANGELES
8377106,1,0,1,0,broadside,unknown,Not Stated,yes,dark street lights,LOS ANGELES
8288675,1,0,1,0,other,automobile right of way,Bicycle,yes,daylight,SAN JOAQUIN
9507586,1,0,1,0,broadside,improper turning,Bicycle,no,daylight,ORANGE
92112795,1,0,1,0,other,improper turning,Bicycle,no,daylight,KERN
8098567,1,0,1,0,other,automobile right of way,Passenger Car/Station Wagon,yes,daylight,ORANGE
9440468,1,0,1,0,broadside,improper turning,Passenger Car/Station Wagon,not stated,dark street lights,SAN DIEGO
6906145,1,0,1,0,head-on,improper turning,Not Stated,no,dark street lights,LOS ANGELES
7147949,1,0,1,0,other,unsafe starting or backing,Passenger Car/Station Wagon,yes,daylight,ORANGE
6375415,1,0,1,0,broadside,wrong side of road,Bicycle,yes,daylight,ORANGE
90818157,1,0,1,0,head-on,traffic signs,Passenger Car/Station Wagon,no,dusk-dawn,LOS ANGELES
6430197,1,0,1,0,head-on,automobile right of way,Passenger Car/Station Wagon,no,daylight,ALAMEDA
92028812,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,yes,daylight,SANTA CRUZ
8774801,2,0,2,0,other,other hazardous violation,Pickup or Panel Truck,no,daylight,LOS ANGELES
9349056,2,0,2,0,other,improper turning,Bicycle,no,daylight,ALAMEDA
8040261,1,0,1,0,other,unsafe starting or backing,Pickup or Panel Truck,no,daylight,RIVERSIDE
8824862,1,0,1,0,broadside,automobile right of way,Bicycle,no,dark street lights,LOS ANGELES
6935212,1,0,1,0,other,unsafe speed,Not Stated,no,daylight,LOS ANGELES
7208530,1,0,1,0,vehicle/pedestrian,other hazardous violation,Passenger Car/Station Wagon,yes,daylight,LOS ANGELES
91271828,1,0,1,0,overturned,unsafe speed,Bicycle,no,daylight,SAN LUIS OBISPO
8460967,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
7131666,1,0,1,0,hit object,improper turning,Bicycle,no,daylight,ORANGE
7104423,1,0,1,0,vehicle/pedestrian,automobile right of way,Bicycle,yes,daylight,LOS ANGELES
6570826,1,0,1,0,sideswipe,improper turning,Not Stated,no,daylight,SAN DIEGO
8903581,1,0,1,0,rear end,unsafe speed,Bicycle,no,daylight,SANTA CLARA
6966532,1,0,1,0,other,automobile right of way,Bicycle,no,daylight,TULARE
6862686,1,0,1,0,other,automobile right of way,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
82248644,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,yes,daylight,KERN
6913665,1,0,1,0,broadside,automobile right of way,Bicycle,yes,daylight,LOS ANGELES
8428839,1,0,1,0,broadside,wrong side of road,Bicycle,no,dusk-dawn,SONOMA
6767566,1,0,1,0,broadside,unknown,Bicycle,yes,daylight,LOS ANGELES
7064201,1,0,1,0,hit object,unknown,Not Stated,no,dark street lights,SAN DIEGO
9378927,1,0,1,0,other,improper turning,Bicycle,yes,dark street lights,SAN MATEO
9532172,1,0,1,0,broadside,unknown,Bicycle,yes,daylight,SANTA CLARA
90265687,2,0,2,0,hit object,other than driver or pedestrian,Not Stated,no,daylight,SUTTER
9036649,1,0,1,0,vehicle/pedestrian,improper turning,Passenger Car/Station Wagon,no,daylight,VENTURA
8460140,1,0,2,0,sideswipe,unknown,Not Stated,no,daylight,LOS ANGELES
8999546,1,0,1,0,other,wrong side of road,Bicycle,no,dark street lights,SAN BERNARDINO
8413134,1,0,1,0,other,automobile right of way,Passenger Car/Station Wagon,yes,daylight,ORANGE
6640637,0,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,SAN DIEGO
6691762,1,0,1,0,unknown,automobile right of way,Bicycle,yes,daylight,MONTEREY
6694311,1,0,1,0,broadside,unsafe lane change,Passenger Car/Station Wagon,no,daylight,SAN MATEO
9676129,1,0,2,0,other,unknown,Not Stated,yes,dark no street lights,BUTTE
8731945,1,0,1,0,broadside,unknown,Not Stated,yes,daylight,MARIN
6340942,1,0,1,0,broadside,wrong side of road,Bicycle,no,dusk-dawn,LOS ANGELES
9628068,1,0,1,0,vehicle/pedestrian,traffic signs,Not Stated,yes,dark street lights,TULARE
8858248,1,0,1,0,broadside,automobile right of way,Bicycle,no,daylight,LOS ANGELES
8740507,1,0,1,0,other,traffic signs,Not Stated,no,daylight,KERN
8070925,1,0,1,0,broadside,pedestrian right of way,Passenger Car/Station Wagon,yes,dark street lights,MONTEREY
90337645,1,0,1,0,overturned,improper turning,Bicycle,no,daylight,STANISLAUS
6734791,1,0,1,0,other,other hazardous violation,Passenger Car/Station Wagon,no,daylight,ALAMEDA
7106188,1,0,1,0,broadside,improper turning,Bicycle,no,daylight,SAN DIEGO
7067377,1,0,1,0,head-on,wrong side of road,Passenger Car/Station Wagon,yes,daylight,LOS ANGELES
6659982,1,0,1,0,broadside,wrong side of road,Bicycle,yes,daylight,RIVERSIDE
9427483,1,0,1,0,broadside,traffic signs,Bicycle,yes,daylight,SANTA CLARA
9092312,1,0,1,0,other,automobile right of way,Bicycle,no,daylight,LOS ANGELES
9458442,1,0,1,0,sideswipe,other hazardous violation,Bicycle,no,dusk-dawn,SAN DIEGO
8554323,1,0,2,0,broadside,automobile right of way,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
8691135,1,0,1,0,broadside,wrong side of road,Bicycle,yes,dark street lights,LOS ANGELES
8572446,1,0,1,0,head-on,lights,Bicycle,yes,unknown,SANTA CLARA
8456391,1,0,1,0,broadside,unknown,Not Stated,no,dark street lights,LOS ANGELES
8368765,1,0,1,0,sideswipe,unsafe speed,Not Stated,no,dark street lights,LOS ANGELES
9135301,1,0,1,0,broadside,other than driver or pedestrian,Not Stated,no,daylight,SANTA CLARA
91816062,1,0,1,0,head-on,wrong side of road,Bicycle,yes,daylight,TUOLUMNE
9262781,1,0,1,0,broadside,wrong side of road,Bicycle,yes,daylight,SAN FRANCISCO
8897718,1,0,1,0,other,automobile right of way,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
6779385,1,0,1,0,other,unsafe speed,Bicycle,no,dark street lights,LOS ANGELES
9641417,1,0,1,0,broadside,unsafe speed,Passenger Car/Station Wagon,yes,daylight,ALAMEDA
90528883,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,yes,daylight,SANTA CLARA
6433865,1,0,1,0,broadside,improper passing,Bicycle,no,daylight,LOS ANGELES
8074796,1,0,1,0,other,other hazardous violation,Passenger Car/Station Wagon,no,daylight,ALAMEDA
7003165,1,0,1,0,vehicle/pedestrian,unknown,Not Stated,no,dark street lights,SANTA CLARA
8596810,1,0,1,0,broadside,improper passing,Bicycle,no,daylight,LOS ANGELES
6400269,1,0,1,0,other,automobile right of way,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
7058487,1,0,2,0,broadside,traffic signs,Bicycle,yes,daylight,SAN FRANCISCO
8631184,1,0,1,0,other,automobile right of way,Truck or Truck Tractor,no,dark street lights,LOS ANGELES
91897501,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,yes,daylight,NEVADA
7199746,0,1,0,1,other,automobile right of way,Bicycle,no,daylight,SAN DIEGO
8072425,1,0,1,0,hit object,other improper driving,Not Stated,no,daylight,SANTA BARBARA
8708734,1,0,1,0,vehicle/pedestrian,automobile right of way,Passenger Car/Station Wagon,yes,dark street lights,SAN DIEGO
81914363,0,1,0,1,other,DUI,Bicycle,no,dark street lights,ORANGE
9219873,1,0,1,0,other,automobile right of way,Passenger Car/Station Wagon,yes,daylight,LOS ANGELES
6768484,1,0,1,0,broadside,traffic signs,Bicycle,yes,dark street lights,SANTA CLARA
90985660,1,0,1,0,other,wrong side of road,Bicycle,yes,daylight,SACRAMENTO
9023344,1,0,1,0,other,automobile right of way,Bicycle,not stated,daylight,KINGS
8878341,1,0,1,0,vehicle/pedestrian,wrong side of road,Bicycle,yes,daylight,LOS ANGELES
9183572,1,0,1,0,other,automobile right of way,Bicycle,yes,daylight,YOLO
8425652,1,0,1,0,other,automobile right of way,Bicycle,no,dusk-dawn,LOS ANGELES
8167682,1,0,1,0,broadside,improper turning,Passenger Car/Station Wagon,yes,daylight,LOS ANGELES
91408904,1,0,1,0,other,traffic signs,Bicycle,yes,daylight,SACRAMENTO
6840528,1,0,1,0,other,traffic signs,Passenger Car/Station Wagon,yes,daylight,LOS ANGELES
8309492,1,0,1,0,other,wrong side of road,Bicycle,yes,daylight,LOS ANGELES
8358561,1,0,1,0,broadside,traffic signs,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
6726329,1,0,1,0,other,other hazardous violation,Passenger Car/Station Wagon,no,dark street lights,LOS ANGELES
7016654,1,0,1,0,head-on,wrong side of road,Bicycle,no,daylight,LOS ANGELES
91856518,1,0,1,0,sideswipe,unsafe speed,Passenger Car/Station Wagon,yes,daylight,EL DORADO
90217794,1,0,1,0,broadside,unsafe starting or backing,Passenger Car/Station Wagon,yes,dusk-dawn,ORANGE
90964520,1,0,1,0,other,wrong side of road,Bicycle,no,daylight,SACRAMENTO
6676188,1,0,1,0,other,wrong side of road,Bicycle,yes,daylight,SACRAMENTO
8930417,1,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,LOS ANGELES
6976888,1,0,1,0,broadside,automobile right of way,Pickup or Panel Truck,yes,daylight,STANISLAUS
91720901,1,0,1,0,other,automobile right of way,Motorcycle/Scooter,no,daylight,SONOMA
9580516,1,0,1,0,other,automobile right of way,Passenger Car/Station Wagon,no,daylight,YOLO
7038586,1,0,1,0,broadside,traffic signs,Bicycle,yes,daylight,SAN FRANCISCO
6572117,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,no,dark street lights,LOS ANGELES
91824254,0,1,0,1,broadside,traffic signs,Bicycle,yes,daylight,SACRAMENTO
6523571,1,0,1,0,broadside,pedestrian violation,Bicycle,no,dark street lights,SAN DIEGO
8882765,1,0,1,0,sideswipe,improper turning,Passenger Car/Station Wagon,yes,daylight,SAN DIEGO
8845851,1,0,2,0,rear end,unsafe speed,Not Stated,no,daylight,SAN DIEGO
91636969,1,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,SACRAMENTO
81507084,1,0,1,0,other,unknown,Not Stated,no,daylight,ORANGE
8998040,1,0,1,0,vehicle/pedestrian,unknown,Not Stated,not stated,dark street lights,LOS ANGELES
8819894,1,0,1,0,vehicle/pedestrian,wrong side of road,Bicycle,not stated,daylight,LOS ANGELES
9361266,1,0,1,0,sideswipe,unsafe speed,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
8041714,1,0,1,0,broadside,traffic signs,Bicycle,yes,daylight,SACRAMENTO
81982598,1,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,SANTA CLARA
6667105,1,0,1,0,broadside,traffic signs,Bicycle,no,daylight,AMADOR
6423431,1,0,1,0,broadside,unsafe starting or backing,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
6811369,1,0,1,0,broadside,automobile right of way,Pickup or Panel Truck,yes,daylight,ORANGE
8962967,1,0,1,0,broadside,improper turning,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
9610269,1,0,1,0,rear end,wrong side of road,Bicycle,no,dark street lights,SAN DIEGO
8799045,1,0,1,0,broadside,traffic signs,Bicycle,yes,daylight,LOS ANGELES
6953470,1,0,1,0,other,automobile right of way,Passenger Car/Station Wagon,yes,daylight,LOS ANGELES
90015977,2,0,2,0,hit object,unsafe speed,Bicycle,no,daylight,SAN MATEO
8374282,1,0,1,0,broadside,traffic signs,Not Stated,yes,daylight,LOS ANGELES
9132648,1,0,1,0,unknown,wrong side of road,Bicycle,no,daylight,SANTA BARBARA
8949410,1,0,1,0,rear end,unknown,Pickup or Panel Truck,no,daylight,LOS ANGELES
90226840,1,0,1,0,overturned,unsafe speed,Bicycle,no,daylight,SANTA CLARA
8434315,1,0,1,0,rear end,unknown,Passenger Car/Station Wagon,no,daylight,ORANGE
7199858,0,1,0,1,other,unknown,Not Stated,no,daylight,SAN FRANCISCO
91035455,1,0,1,0,other,wrong side of road,Bicycle,no,daylight,SACRAMENTO
9447693,1,0,1,0,rear end,unsafe speed,Passenger Car/Station Wagon,no,dusk-dawn,SAN BERNARDINO
8450715,1,0,1,0,rear end,improper turning,Bicycle,no,daylight,SANTA CLARA
8112966,1,0,1,0,rear end,unsafe speed,Bicycle,no,daylight,SONOMA
8011019,1,0,1,0,broadside,traffic signs,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
8180832,1,0,1,0,broadside,automobile right of way,Bicycle,no,daylight,SACRAMENTO
7110946,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,yes,daylight,SAN FRANCISCO
9580274,1,0,1,0,broadside,wrong side of road,Bicycle,no,daylight,TULARE
8508593,1,0,1,0,broadside,improper turning,Pickup or Panel Truck,yes,dark street lights,SONOMA
9502436,1,0,1,0,unknown,traffic signs,Bicycle,yes,unknown,SAN FRANCISCO
91845880,1,0,1,0,other,wrong side of road,Bicycle,yes,dark street lights,SACRAMENTO
9325641,1,0,1,0,broadside,automobile right of way,Not Stated,no,daylight,LOS ANGELES
8066366,1,0,1,0,broadside,unsafe lane change,Bicycle,no,daylight,SAN BERNARDINO
92137914,1,0,1,0,broadside,traffic signs,Not Stated,yes,daylight,KERN
8126606,1,0,1,0,vehicle/pedestrian,improper turning,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
9441067,1,0,1,0,head-on,improper turning,Bicycle,no,daylight,SACRAMENTO
8971080,1,0,1,0,broadside,improper passing,Bicycle,no,daylight,ALAMEDA
8369820,1,0,1,0,other,unsafe starting or backing,Passenger Car/Station Wagon,no,dark street lights,LOS ANGELES
8471287,1,0,1,0,broadside,wrong side of road,Bicycle,yes,daylight,LOS ANGELES
8475808,1,0,1,0,other,wrong side of road,Emergency Vehicle,no,daylight,LOS ANGELES
8342573,1,0,1,0,broadside,unsafe speed,Bicycle,yes,daylight,SAN MATEO
90973855,1,0,1,0,sideswipe,improper turning,Bicycle,no,daylight,SANTA BARBARA
81735818,1,0,1,0,sideswipe,other hazardous violation,Passenger Car/Station Wagon,no,daylight,RIVERSIDE
8993103,1,0,1,0,broadside,improper turning,Bicycle,no,daylight,LOS ANGELES
9336670,1,0,1,0,broadside,pedestrian violation,Bicycle,yes,daylight,SAN BENITO
92263502,1,0,1,0,broadside,automobile right of way,Bicycle,no,daylight,EL DORADO
6439779,1,0,1,0,hit object,improper turning,Bicycle,no,daylight,SAN DIEGO
8307787,1,0,1,0,vehicle/pedestrian,automobile right of way,Passenger Car/Station Wagon,yes,daylight,KERN
8809025,1,0,1,0,other,other than driver or pedestrian,Not Stated,no,dark street lights,MARIN
81860005,1,0,1,0,broadside,wrong side of road,Bicycle,not stated,dark street lights,SAN JOAQUIN
8936982,1,0,1,0,hit object,following too closely,Bicycle,no,daylight,SAN FRANCISCO
8712701,1,0,1,0,other,automobile right of way,Pickup or Panel Truck,yes,dark street lights,KERN
7008082,1,0,1,0,broadside,improper passing,Bicycle,no,daylight,SAN FRANCISCO
8029009,1,0,1,0,other,other hazardous violation,Bicycle,no,daylight,SAN JOAQUIN
7067595,1,0,1,0,broadside,unsafe lane change,Bicycle,no,dark street lights,LOS ANGELES
8353396,1,0,1,0,other,improper turning,Bicycle,no,dark street lights,SAN DIEGO
8014869,1,0,1,0,broadside,automobile right of way,Not Stated,not stated,daylight,SAN DIEGO
7024574,1,0,1,0,other,unsafe starting or backing,Bicycle,no,daylight,ORANGE
9320412,0,1,0,1,other,DUI,Bicycle,no,dark street lights,FRESNO
6939516,1,0,1,0,broadside,automobile right of way,Bicycle,no,dark street lights,LOS ANGELES
8523191,1,0,1,0,sideswipe,traffic signs,Bicycle,no,daylight,LOS ANGELES
6455073,1,0,1,0,broadside,unknown,Not Stated,yes,daylight,SANTA CRUZ
91350589,1,0,1,0,broadside,automobile right of way,Passenger Car/Station Wagon,yes,daylight,LOS ANGELES
8048256,1,0,1,0,broadside,wrong side of road,Bicycle,yes,daylight,SAN BERNARDINO
8712977,1,0,1,0,broadside,wrong side of road,Bicycle,yes,dusk-dawn,LOS ANGELES
91313972,2,0,2,0,broadside,automobile right of way,Bicycle,yes,daylight,MARIN
6560585,1,0,1,0,broadside,other hazardous violation,Bicycle,no,daylight,LOS ANGELES
91247111,1,0,1,0,rear end,unsafe speed,Passenger Car/Station Wagon,no,dark street lights,SACRAMENTO
8732912,1,0,1,0,vehicle/pedestrian,unknown,Bicycle,no,daylight,ALAMEDA
9488338,1,0,1,0,head-on,wrong side of road,Bicycle,no,dusk-dawn,LOS ANGELES
8555729,1,0,1,0,broadside,automobile right of way,Bicycle,yes,dark street lights,LOS ANGELES
8096741,1,0,1,0,sideswipe,unknown,Not Stated,yes,daylight,LOS ANGELES
9345379,1,0,1,0,broadside,automobile right of way,Not Stated,yes,daylight,LOS ANGELES
9438249,1,0,1,0,vehicle/pedestrian,pedestrian violation,Pedestrian,yes,dusk-dawn,SAN DIEGO
6863381,1,0,1,0,broadside,wrong side of road,Bicycle,yes,daylight,SAN BERNARDINO
7133863,1,0,1,0,broadside,automobile right of way,Bicycle,yes,daylight,LOS ANGELES
8348340,1,0,1,0,sideswipe,improper turning,Bicycle,no,daylight,SAN JOAQUIN
82086550,1,0,1,0,other,traffic signs,Other Vehicle,yes,daylight,ORANGE
82106790,1,0,1,0,broadside,unsafe speed,Passenger Car/Station Wagon,yes,dark no street lights,SACRAMENTO
7030724,1,0,1,0,vehicle/pedestrian,automobile right of way,Bicycle,no,dark street lights,SANTA CLARA
6820750,1,0,1,0,sideswipe,other hazardous violation,Passenger Car/Station Wagon,no,daylight,LOS ANGELES
91077525,1,0,1,0,broadside,wrong side of road,Bicycle,yes,daylight,LOS ANGELES
6707826,1,0,1,0,other,unsafe lane change,Passenger Car/Station Wagon,no,unknown,ORANGE
8805478,1,0,1,0,other,improper turning,Bicycle,no,daylight,SAN DIEGO
